GalaxyID,Class2.1,Class3.1,Class3.2,Class4.1,Class7.1,Class7.2,Class7.3
299356,0.169968503,0,0.516193497,0.181051256,7.76E-04,0.151905398,0.127699071
299364,0.127477395,0,0.255337605,0,0.111436241,0.469926759,0
299374,0,0.057146445,0.915840555,0.501510581,0.020389694,0.005808306,0
299386,0.884821717,0,0.043611283,0,0,0,0.071567
299402,0,0,0.245255,0,0.702649895,0.051043105,0
299409,0.013987,0.136997632,0.849015368,0.986013,0,0,0
299413,0,0,0.598101,0.186487892,0,0.288055897,0.074309103
299431,0,0,0.42344,0,0.517724256,0.041329744,0
299434,0.905268,0,0,0,0,0,0.092398
299435,0.717093857,0.048033143,0,0,0,0.017407141,0.216625859
299444,0.185562663,0,0.246984337,0,0,0.139904771,0.417338229
299460,0,0.0234765,0.0234765,0,0.860155958,0.022961042,0
299464,0,0.37444673,0.44310827,0.317268569,0.094484126,0.087788874,0
299518,0,0.074258781,0.179671219,0,0.31090672,0.38302728,0
299533,0.160438017,0.127342828,0.626870154,0.608427384,4.92E-04,0.015268424,0.06958888
299539,0,0.100311723,0.700401277,0.578318968,0.122594068,0.076258932,0
299584,0.348237365,0,0.173857635,0.146553989,0.029293187,0.161435353,0.28717646
299592,0,0,0.200845,0,0.670388656,0.106242344,0
299598,0.980448,0,0,0,0,0,0.018516
299606,0,0.17559591,0.45377109,0.457333936,0.055137511,0.278306969,0.00302452
299619,0.029428,0.319125044,0.651446956,0.970572,0,0,0
299627,0.390901425,0.047153263,0.125569312,0.094133803,0,0.235868109,0.177210891
299634,0.044349012,0,0.064834988,0,0.05653486,0.700876429,0.014078939
299676,0.802389,0,0,0,0,0,0.180311
299677,0.047863291,0,0.360296709,0.138301333,0.354147055,0.101952945,0
299687,0.030946086,0.164008857,0.745484057,0.457694124,0.009795085,0.008728143,0.007875772
299690,0,0.225391786,0.439714214,0.36179372,0.057231867,0.263857133,0
299699,0,0,0.15101,0.15101,0.306873378,0.542116622,0
299704,0.12385226,0,0.56540674,0,0.014613177,0.213134597,0.066403932
299717,0,0,0.093682,0,0.858206,0,0
299721,0.028400774,0.175075628,0.757437598,0.837825833,0,0.021794024,0.008981976
299739,0,0,0.66139,0,0.044137645,0.220707945,0.00901041
299764,0.01531132,0.572030599,0.392081082,0.937625604,0.009761929,0.009679071,0
299784,0.102412934,0,0.385010066,0,0.367105956,0.130050044,0
299790,0,0.743454711,0.152874289,0.294539984,0.049727454,0.053943546,0
299796,0,0,0.271897,0,0.691843969,0.012510031,0
299824,0.195350896,0,0.645537104,0.186232936,0,0.03534766,0.11324934
299873,0.023957741,0.215048013,0.682942246,0.199382573,0,0.078052,0
299885,0,0,0.352984,0,0.625848225,0.021167775,0
299912,0.816810836,0.098412199,0.070547965,0.168960164,0,0,0.012618
299916,0.069603525,0,0.226313475,0,0,0.212762577,0.477648423
299947,0,0,0.72772,0.105345475,0.031956855,0.238417145,0
299958,0.157413429,0,0.315299571,0,0,0.14838858,0.37889842
299976,0.501291228,0,0.154887772,0,0,0,0.343821
300023,0.035944393,0,0.481516607,0.406538693,0.015271401,0.453219599,0
300028,0.981152,0,0,0,0,0,0.01727
300037,0,0,0.094,0,0.822648,0.083352,0
300058,0,0,0.066473,0,0.798460277,0.070479723,0
300071,0,0,0.487436,0.173400483,0,0.512564,0
300078,0,0,0.488334,0,0.220590769,0.21643368,0.020049094
300089,0,0,0,0,0.764498285,0.195352715,0
300091,0.033516495,0.197028836,0.725075669,0.922104505,0.014479046,0.029723954,0
300095,0.044968215,0.179220114,0.442066671,0.16023856,0,0.315418728,0.018326272
300096,0,0,0.385403,0,0.269216145,0.272217855,0
300097,0,0,0.931311,0.410100005,0,0.066904,0
300105,0,0,0.127941,0.088802441,0.284702194,0.532566806,0
300109,0.184124223,0,0.390999777,0,0,0.213305617,0.167552383
300131,0,0,0.260299,0.145658114,0.302171515,0.415437485,0
300148,0.021588,0.149693248,0.342718752,0.342718752,0.200604,0.257396,0
300209,0,0,0.508728,0.320925463,0.076517769,0.413682231,0
300256,0.011927559,0,0.346774441,0.195208349,0.41363721,0.22766079,0
300267,0.874380057,0,0.027972943,0,0,0.021745596,0.075901404
300270,0,0,0.377219,0,0.0959244,0.4518926,0
300278,0.285849984,0,0.251840016,0,0,0.303027886,0.158771114
300281,0,0.580030243,0.077502757,0.584078674,0,0.202432586,0.140034414
300284,0,0,0.283,0.0566,0,0.5094,0.0566
300285,0,0,0.176015,0,0.288652547,0.460549453,0
300292,0,0.174785815,0.345988185,0,0.134781108,0.339946562,0.00362833
300295,0.275952019,0.094730672,0.376885309,0.270647207,0.008237361,0.113216762,0.130977877
300305,0,0.154942202,0.485195798,0.303904875,0.030758807,0.298658181,0.012044012
300311,0.024263001,0,0.443971999,0,0,0.496718069,0.012239931
300323,0,0.0385736,0.7347854,0.217146833,0.017756604,0.180342396,0
300352,0,0,0.495021,0,0.390974551,0.101285449,0
300378,0,0.411113319,0.490476681,0.452285328,0.039153895,0.059256105,0
300406,0.02571164,0.480340873,0.377205487,0.242818539,0,0.097911246,0.014080754
300424,0,0.115093641,0.671242359,0.249510703,0.067194453,0.135215547,0
300431,0,0,0.317893,0,0.092064471,0.588392529,0
300448,0,0.096069621,0.586422379,0.296733189,0.172220655,0.125224345,0
300469,0,0.177430855,0.555279145,0.296868447,0.117399648,0.149890352,0
300490,0.113168718,0,0.226677282,0.103846756,0.035000705,0.59190926,0.033244695
300502,0.618552915,0.143728411,0.084734673,0,0,0.004539494,0.148444506
300514,0,0,0.143368,0,0,0.739499569,0.063924431
300525,0,0,0.500297,0.117387187,0.038219659,0.444638341,0
300561,0.12758275,0,0.38274825,0,0.231831883,0.226418117,0
300578,0,0.162631461,0.759995539,0.912396912,0.038385287,0.038987713,0
300622,0,0.485495326,0.419143674,0.690177137,0,0.083365321,0.006034679
300649,0,0.016215856,0.505748144,0.136215901,0.066447004,0.411588996,0
300650,0,0.170480551,0.386312449,0,0.013290892,0.429916108,0
300668,0.303147102,0.156556507,0.158115391,0.05652703,0,0.10739324,0.27399376
300677,0,0,0.348414,0,0.634597,0,0
300681,0,0,0,0,0.563351759,0.358406241,0
300703,0.085641308,0.407965692,0,0,0,0.062249879,0.444143121
300723,0,0,0.137673,0,0.707650155,0.129077845,0
300735,0.023,0.817749,0.159251,0.977,0,0,0
300760,0,0,0,0,0.472768357,0.525998643,0
300764,0,0.146901021,0.224257979,0,0.288563816,0.340277184,0
300775,0.073487329,0.044591346,0.791564325,0.602422568,0,0.061944603,0.028412397
300794,0,0.128204763,0.555831237,0.062392292,0.214951937,0.086498063,0
300815,0,0.101320261,0.674687739,0.198128035,0.098511682,0.124518318,0
300822,0,0,0.553231,0.133925054,0.013400806,0.395208853,0.013104341
300831,0,0.109390783,0.652081217,0.384209835,0,0.230717639,0.007810361
300860,0,0,0.149,0.021307,0.085162,0.361662,0.106176
300884,0.15597238,0.11926012,0.5567755,0.476899864,0.011522609,0.142975488,0.012109902
300903,0.038812551,0.063659032,0.137433417,0,0.047404363,0.67242478,0.006785131
300966,0,0,0.467236,0.173620225,0,0.52395,0
300981,0,0.099588267,0.354416733,0.068634206,0.2008337,0.1002663,0
300996,0,0,0.571066,0.198563075,0.096851676,0.311617324,0
300997,0.101125384,0.34388657,0.174477046,0,0.127682369,0.252828631,0
301029,0.0475816,0,0.1903264,0.09433528,0.056550699,0.650296645,0.043648906
301035,0,0,0.04369,0,0,0.845225461,0.089239539
301036,0.086079501,0.862590234,0.035737265,0.504493537,0,0.015593,0
301085,0.025733178,0.152180052,0.69218577,0.375454018,0.03067184,0.08233616,0
301095,0,0.231004,0,0.231004,0.041762594,0.705773406,0
301097,0.039617878,0.237374679,0.496250443,0.412727223,0,0.152450545,0.074306455
301122,0.016671,0.875013344,0.108315656,0.983329,0,0,0
301128,0,0.058123287,0.817319713,0.665714871,0.0705517,0.0540053,0
301139,0.072667712,0,0.362468288,0.179664656,0.020989013,0.491187987,0
301143,0.207241216,0,0.407356784,0,0,0.1713067,0.2136963
301144,0.076576809,0.04624803,0.664047161,0.355174587,0,0.059925492,0.140093508
301150,0,0,0.402228,0.220460362,0.327091972,0.233428072,0.012894957
301153,0.119939885,0,0.346266115,0,0.257970046,0.226599954,0
301159,0.020769219,0.106526994,0.780052788,0.475974541,0.010243015,0.074078985,0
301167,0.044068905,0.096942268,0.385580828,0,0.359775093,0.056416907,0
301231,0.060045096,0,0.524619905,0.20673749,0,0.266071765,0.113986235
301243,0,0,0.299731,0.123318625,0.49918827,0.18283373,0
301266,0.041491837,0.208911937,0.621603226,0.328119931,0,0.099976967,0.008949033
301278,0.028710186,0.267665663,0.144661152,0,0.054411781,0.469999579,0.01084264
301285,0,0,0.101525,0,0.180892667,0.717582333,0
301293,0.134377559,0.094433589,0.722345853,0.565031682,0.00313997,0.015639431,0.03006355
301300,0.08244413,0,0.56427287,0.264787866,0.002983518,0.349636482,0
301317,0,0,0.344627,0,0.601537721,0.040581279,0
301346,0,0.21,0.79,1,0,0,0
301370,0,0.046170252,0.103521748,0.099795914,0.580592096,0.156199904,0
301416,0,0,0.708364,0.119611512,0.267322437,0.017042563,0
301417,0.063051,0.021017,0.084068,0.021017,0,0.417606496,0.394857504
301419,0.312361,0,0,0,0,0.014270458,0.643657542
301423,0.202251615,0,0.137821385,0,0,0.053131481,0.590153519
301444,0.049728749,0,0.554083251,0.221494226,0.020921052,0.356994948,0
301449,0,0,0.903212,0.372139602,0,0.096788,0
301462,0,0.035114498,0.544227502,0.084863754,0.369626265,0.038088735,0
301476,0.065791889,0.104286674,0.074576438,0.127899466,0.048370329,0.668662671,0
301489,0.578288388,0,0.223999612,0,0,0.011842158,0.185869842
301503,0,0,0.09881,0,0.77995929,0.06588171,0
301508,0,0.052135788,0.044517212,0.092258865,0.303125855,0.512101145,0
301524,0,0,0.179107,0,0.085808103,0.669431897,0
301534,0.022718,0.581487676,0.395794324,0.977282,0,0,0
301555,0.02418,0.0951111,0.8107089,0.88226868,0.009291,0.047709,0
301565,0,0.080554749,0.869652251,0.34648348,0.018567611,0.031225389,0
301576,0,0,0.478922,0,0.480881526,0.026438474,0
301579,0.977996,0,0,0,0,0,0.022004
301587,0.2603676,0,0.1735784,0,0,0.122996553,0.379824447
301593,0,0,0.257167,0,0,0.726555,0
301598,0,0,0.610697,0.187566423,0.292438574,0.096864426,0
301610,0,0.214339694,0.304631306,0.214076056,0.452389272,0.017809728,0
301613,0.015849117,0.747288135,0.056955748,0.63695633,0.056900443,0.091525557,0
301616,0,0.449388442,0.232951558,0.145287245,0.246960481,0.048906519,0
301620,0.381956774,0.041850142,0.287313084,0.218455758,0,0.014601491,0.255806509
301631,0,0,0.45277,0.278036549,0.023770734,0.417316086,0.057408678
301643,0,0,0.628977,0.099501645,0.002319957,0.058319369,0.282803674
301645,0,0,0.537684,0.228944234,0.066922462,0.373594538,0
301646,0,0.429606802,0.363668198,0.104405303,0.159963808,0.031046192,0
301655,0.4190664,0,0.2793776,0,0,0.009553151,0.278669849
301667,0.07994522,0,0.36731578,0,0,0.520689437,0.030646563
301670,0,0,0.068259,0,0.708446888,0.192131112,0
301699,0.076369807,0.025168484,0.743428709,0.283995894,0.062148723,0.074769277,0
301729,0.386911096,0.116339347,0.222661557,0.20989919,0.059583612,0.128261918,0.05171547
301750,0,0,0.585914,0,0.240758459,0.157954541,0
301777,0,0.039960699,0.612693301,0.445587771,0.039068499,0.154629501,0
301781,0.118775439,0,0.237907561,0,0.015564754,0.460475116,0.150838757
301800,0,0,0.105821,0,0.285471784,0.523372216,0
301822,0.15225598,0,0.41214002,0.154683156,0,0.030854683,0.389732317
301845,0.588271203,0.055525777,0.14531402,0,0,0.027893622,0.182732378
301853,0,0,0.644332,0.254846193,0.116834213,0.196808787,0
301861,0.01957535,0.15440458,0.71812007,0.606567794,0,0.071742,0
301863,0.040780511,0.180951242,0.205222246,0,0,0.223169365,0.331583635
301881,0.099964852,0.130156088,0.59016406,0.126710797,0.067490478,0.092971522,0
301882,0,0.067504025,0.722025975,0.235549959,0.172873329,0.007015671,0
301890,0,0,0,0,0,0.347123404,0.620918596
301898,0,0,0.820122,0.097240225,0.050775551,0.118656449,0
301905,0.061915644,0.046811894,0.737727462,0.517731643,0,0.121866418,0.011705582
301921,0,0,0.058196,0.044054488,0.769171213,0.162985787,0
301923,0.355118276,0,0.339724724,0,0.014436165,0.131522203,0.120116898
301929,0.139317883,0.143564428,0.499112689,0.399616631,0,0.056900922,0.146528078
301980,0,0,0.110954,0,0.022399505,0.821495495,0
301984,0,0,0.655613,0,0.234011943,0.101072057,0
301988,0,0,0.34493,0,0.566745806,0.063712194,0
302004,0.044418866,0.053536979,0.707580155,0.194954826,0.194464,0,0
302022,0,0,0.210624,0,0.682568649,0.031589351,0
302067,0,0,0.236049,0,0.438518827,0.255598173,0
302071,0.025988494,0.659968013,0.313562494,0.973530506,0,0,0
302073,0,0,0.195335,0.097732742,0.034874032,0.749234968,0
302100,0.51003058,0.073164357,0.095103063,0,0,0.042386068,0.262312932
302131,0,0.03720879,0.76289421,0.285297527,0.163015607,0.018222393,0
302143,0.127853052,0,0.219059948,0.219059948,0,0.42413178,0.15510122
302159,0,0,0.088213,0,0.050757001,0.841265999,0
302181,0.667468714,0.097653286,0,0,0,0,0.224558
302184,0.045,0.864275,0.090725,0.955,0,0,0
302194,0.048432691,0,0.491201309,0.193303433,0,0.399889554,0.026292446
302195,0,0.157800931,0.279563069,0.166743713,0.170713144,0.350223388,0.008945468
302258,0,0,0.117273,0.107560567,0.695397748,0.146002252,0
302283,0.710988398,0,0.076822602,0.040480057,0,0,0.212189
302289,0.120132747,0.211064607,0.132635646,0.293460212,0,0.383990795,0.126847205
302297,0.031069,0,0.093207,0,0.302309558,0.573414442,0
302311,0.196342545,0,0.338423455,0,0.031802867,0.206228968,0.107291165
302315,0,0,0.299922,0.167948522,0.127524254,0.542196746,0
302318,0,0,0.70497,0.17988085,0.029471581,0.245899419,0
302329,0,0.183036792,0.595270208,0.227881285,0,0.221693,0
302349,0,0.166779,0.472221,0.111186,0.166782,0.194218,0
302362,0.009290865,0,0.538358135,0.39788973,0.294418981,0.157932019,0
302390,0.676433,0,0,0,0,0.00870685,0.31356615
302402,0.055443102,0,0.332270898,0,0,0.522953473,0.089332527
302433,0,0,0.105812,0,0.086601455,0.781731545,0
302434,0.932962,0,0,0,4.59E-04,0.004300287,0.062279106
302464,0.850253976,0,0.099255024,0,0.018422368,0.006254632,0
302493,0.016334,0.304445611,0.679220389,0.983666,0,0,0
302510,0.079537745,0.449656263,0.325186992,0.64671285,0,0.084008475,0.061610525
302540,0.735989783,0.046821616,0.063448601,0.041253081,0,0,0.15374
302542,0.547759993,0,0.142267007,0,0.011728055,0.036126644,0.229345301
302560,0.122084785,0.186515297,0.122794918,0.190199182,0.509909301,0.037803699,0
302563,0,0.122612087,0.565276913,0.255766073,0.208871471,0.087086529,0
302606,0.023693194,0.195776957,0.476487849,0.34201472,0.1824252,0.101245986,0.020370814
302610,0.022841211,0.0583032,0.84792659,0.13429963,0.035708992,0.035220008,0
302615,0.187319579,0.281216517,0.453797903,0.654589143,0.010838779,0.049834997,0.013520224
302641,0.022012491,0.093414626,0.880973883,0.974388509,0,0.003599,0
302643,0,0.183496482,0.423436518,0.068786145,0.101374623,0.273189377,0
302673,0.037953334,0,0.550014666,0,0.025668098,0.378645188,0.007192713
302676,0,0.128760535,0.154895465,0.145849391,0,0.696842,0
302686,0.067731006,0.076410867,0.433600127,0.176894763,0.161269188,0.238189812,0
302705,0,0,0.559716,0.239378219,0.085915084,0.298232916,0
302711,0,0,0.213047,0,0,0.342249794,0.444703206
302716,0.160439,0,0.160439,0,0,0.383941904,0.199779096
302728,0.329403836,0.086151724,0.18840744,0.178273736,0,0.016542683,0.374500317
302781,0,0,0.366114,0,0.159607736,0.400998449,0.022599816
302782,0,0,0.273544,0.058110046,0.063863064,0.659887936,0
302822,0,0.259447518,0.072573482,0,0.425987417,0.240144583,0
302833,0,0.510125619,0.447432381,0.882701861,0.020406,0,0
302866,0.068053862,0,0.601840138,0.407959745,0,0.192300418,0.124070582
302871,0.023805837,0,0.047683163,0,0.164115675,0.616281457,0.023468868
302879,0.064424,0.096697267,0.096574733,0,0.257082673,0.436127145,0.035935182
302895,0.098641939,0,0.340565061,0.209133852,0,0.205510446,0.355282554
302925,0,0,0.531496,0.152239057,0.168532579,0.231684421,0
302933,0,0,0.250868,0,0.515865262,0.230899738,0
302937,0,0,0.2468,0,0.542070507,0.178457493,0
302946,0.457540389,0,0.316101611,0,0,0.011164656,0.215193344
302957,0.025015211,0.439243398,0.150154391,0.253031418,0.0138528,0.344795359,0.013578841
302962,0.1836468,0.258430991,0.017039209,0.083234147,0.116559889,0.231369656,0.161715455
302985,0,0,0.216478,0,0.635029168,0.100137832,0
302986,0.185097985,0.478117984,0.124435031,0.507684658,6.49E-04,0.112575319,0.082278611
303012,0,0.470803424,0.492124576,0.962928,0.015295,0,0
303018,0,0,0.320534,0,0,0.652428658,0.014128342
303019,0,0,0.24779,0.163815951,0.623879484,0.031842516,0
303039,0,0,0.514354,0,0.069466872,0.401112128,0
303054,0.056782352,0.398395306,0.190076342,0.308434468,0.0354746,0.3015341,0.0177373
303089,0,0.076028898,0.393665102,0,0.021505967,0.486369033,0
303092,0.156723248,0.309948655,0.289251097,0.479089563,0.001181872,0.174155434,0.066601694
303098,0.029,0.742815,0.228185,0.971,0,0,0
303137,0,0.13516548,0.63774752,0.618727677,0.010027148,0.148509852,0
303139,0.036861286,0.050269029,0.657376685,0.472693892,0.107516309,0.147976691,0
303144,0,0,0.539111,0,0.206731227,0.159933773,0
303150,0,0.852709,0.126291,0.979,0,0.021,0
303154,0.086157016,0.621727629,0.253925355,0.641459593,0,0,0.03819
303166,0,0,0.32669,0.128586164,0.17113848,0.42510052,0
303215,0.025848,0.640932752,0.051219248,0.43605576,0.205014,0.051324,0.025662
303219,0.046472861,0.029405489,0.77382565,0.526333269,0.037974238,0.112321762,0
303267,0,0,0,0,0.830551697,0.065594303,0
303274,0.304106,0,0,0,0,0.014798544,0.658168456
303282,0.070656162,0.149152779,0.098462059,0,0.068628418,0.526050184,0.050130753
303297,0.196070943,0.209983669,0.258741387,0,0,0.307870167,0.010133833
303315,0,0.447767964,0.444520036,0.743803246,0.083785,0,0
303339,0.035385955,0.107340973,0.758298072,0.365275439,0.030968981,0.068006019,0
303343,0,0,0.134914,0,0.294660403,0.570425597,0
303361,0.0850679,0.055895526,0.756055574,0.589924696,0,0.093728466,0.009252534
303405,0,0,0.095,0,0,0.664,0.166
303434,0,0,0.697314,0.165611378,0.231564963,0.056882037,0
303440,0,0,0.030138,0,0.180218905,0.756348095,0
303451,0,0,0.148849,0,0.302040488,0.459309512,0
303457,0,0,0.27751,0,0.72038,0,0
303465,0.0489992,0,0.1959968,0,0.538988592,0.203966408,0
303466,0,0,0,0,0,0.966748,0
303495,0.190871222,0,0.156895778,0,0.015295359,0.605584044,0.030624597
303498,0.018562624,0.050769774,0.510749602,0.321673674,0.076712751,0.326279249,0
303500,0,0.019357962,0.409808038,0.305820258,0.130905321,0.411664679,0
303504,0.029384453,0.494030205,0.287862342,0.564198806,0.064624417,0.124098583,0
303514,0,0,0.235932,0.177082538,0.065194866,0.698873134,0
303518,0,0,0.594113,0,0.214793169,0.165618831,0
303521,0.255092829,0,0.375334171,0.142894598,0.012960556,0.356612444,0
303573,0,0,0.416817,0.312839915,0.480470106,0.015805894,0
303591,0,0,0.289004,0,0.592428417,0.093719583,0
303598,0.343168154,0.058940651,0.433977194,0.369793869,0,0.024200755,0.139713245
303600,0,0.060601952,0.034999048,0,0.141510023,0.699469977,0
303605,0.123146133,0,0.355611867,0,0,0.096508999,0.424733001
303608,0,0,0.132125,0,0.643821786,0.224053214,0
303618,0.628749,0.028251,0,0.028251,0,0,0.314
303654,0,0,0.303906,0,0.40591786,0.27499814,0
303660,0.139484474,0.184917135,0.234784391,0.234619868,0,0.260401858,0.107391142
303685,0.023401386,0.493012219,0.454880395,0.92154973,0,0.020201674,0.006346326
303687,0,0,0.305976,0,0.537722481,0.11574552,0
303689,0.020689072,0.712050289,0.219401639,0.891647262,0,0.047859,0
303691,0,0,0.513858,0.218611637,0.417610176,0.055004824,0
303694,0.248552407,0,0.507875593,0.069253916,0,0.035869981,0.193645019
303696,0.028149807,0.776589857,0.165943336,0.942533193,0.003537138,0.024852862,0
303700,0,0.141599457,0.605745543,0.369471674,0.008237564,0.244417436,0
303706,0,0,0.046324,0,0.113496266,0.821044734,0
303711,0.018548838,0.824580162,0,0.375183974,0.119398,0,0
303713,0.172483584,0,0.059618416,0,0,0.313852144,0.433101856
303716,0,0,0.086625,0.070182102,0.058144641,0.814426359,0
303732,0.080344155,0.392753495,0.11098135,0.131713061,0,0.368301373,0.047619627
303751,0,0.051618468,0.162301532,0,0.58288709,0.18152091,0
303756,0.3223008,0.11277305,0.10209415,0,0.008580338,0.133578301,0.297385361
303791,0.20584779,0.157605365,0.344496845,0,0.004516332,0.17742084,0.103058829
303815,0.790608,0,0,0,0,0,0.19828
303857,0.026769208,0.270004308,0.611334484,0.473160832,0.039584593,0.052307407,0
303875,0,0,0.3,0.1749,0.3248,0.3752,0
303888,0.024343572,0,0.178362428,0,0.025650405,0.686071258,0.059116337
303909,0.138183981,0,0.116343019,0,0.225783644,0.519689356,0
303917,0,0,0.380612,0,0.531752608,0.073406392,0
303927,0,0,0.410849,0,0.519515008,0.066719992,0
303936,0,0.031307924,0.862285076,0.765243557,0.02033,0.06099,0
303954,0.071852871,0.079927231,0.734974898,0.814902129,0,0.02831125,0.08493375
303970,0.022960639,0,0.371186361,0.182878694,0.054420889,0.533805939,0.011055573
303981,0,0,0.575722,0.136324637,0.021027218,0.382672451,0.020577907
304003,0,0.105196059,0.827632941,0.845220499,0.038134993,0.028273007,0
304014,0,0,0.018,0,0.198916,0.656512,0.036572
304018,0.073330314,0.197068261,0.645017425,0.842085686,0,0,0.084584
304025,0.030859599,0.32858071,0.432318691,0.097507736,0.01020327,0.11210346,0.01020327
304028,0,0.060359849,0.858527151,0.830340292,0.03719748,0.03233052,0
304032,0,0,0.749776,0.294038154,0.051076513,0.186921487,0
304045,0.392246574,0,0.415059426,0,0,0,0.192208
304047,0,0,0.607667,0,0.167518493,0.172482507,0
304075,0,0.082115355,0.625013645,0,0.105662746,0.147876676,0.002302578
304077,0.080833116,0.30048018,0.506962704,0.74632188,0.045804915,0.044540085,0
304092,0,0,0.068541,0,0.560500521,0.299078479,0
304163,0.099705425,0.606170695,0.22727588,0.776717201,0.019471018,0.04562737,0.001749613
304170,0,0.179853184,0.678560816,0.655332991,0.118591554,0.008413446,0
304171,0.906313,0,0,0,0,0,0.081853
304176,0.072085681,0,0.449926319,0.356596753,0.255218771,0.201016229,0
304181,0.007155949,0,0.310181051,0.18761611,0.026789959,0.514128863,0.093327543
304185,0.559088321,0.060814321,0.232627358,0.107843045,0.030778,0.030778,0.061556
304208,0,0,0.424565,0,0.424668255,0.027492745,0
304252,0.206641522,0.16075445,0.273663028,0,0,0.272626099,0.086314901
304263,0.071255113,0.084576174,0.604620713,0.339154477,0.172657534,0.056009466,0
304274,0.02925075,0.827552469,0.118221781,0.94577425,0,0.023976,0
304291,0.434722845,0,0.282251155,0.102971431,0,0.074182813,0.208843187
304296,0.63239369,0,0.20422431,0.20422431,0,0,0.159618
304298,0,0,0.066109,0,0.748314979,0.165364021,0
304318,0.106125065,0.082622877,0.708837058,0.702107274,0,0.080672091,0.021742909
304325,0.23353004,0.063010811,0.053579149,0,0,0.328610017,0.277172983
304328,0.042577,0.471386257,0.486036743,0.957423,0,0,0
304333,0.067796043,0,0.636241957,0.064115374,0.114766825,0.159065175,0
304344,0,0.364079069,0.361180931,0.249849169,0.046076086,0.228019914,0
304353,0,0,0.544407,0.544407,0.361213026,0.050248974,0
304374,0.057282858,0,0.161073142,0,0.616068508,0.012530492,0
304397,0.023424,0.0238144,0.9287616,0.952576,0,0,0
304435,0,0,0.474478,0,0.36136584,0.11579816,0
304480,0.063611101,0.146456148,0.365166751,0.04974356,0.111194819,0.313571181,0
304484,0.08242052,0.196951558,0.173487922,0.103372989,0.021237355,0.490851645,0
304485,0.458693,0,0,0,0,0.127568144,0.405306857
304493,0,0,0.706526,0.247857093,0.097698671,0.162626329,0
304503,0.30176055,0.071138704,0.516740745,0.347570791,0,0.0504072,0.0444548
304520,0.742395015,0,0.089298985,0,0,0,0.164123
304547,0.031036047,0.096895237,0.805034716,0.901929953,0.035387744,0.029663256,0
304569,0,0.235361491,0.272954509,0.237721094,0.320068602,0.122908398,0
304593,0.221289118,0,0.547091882,0.188331457,0,0.084662213,0.141000787
304624,0.522930222,0,0.045317778,0.045317778,0,0.032401161,0.376131839
304628,0.06709533,0.137816233,0.437038436,0,0.007764818,0.278251026,0.058995156
304630,0.366371248,0,0.027446752,0,0,0,0.577836
304641,0,0,0.489754,0,0.476173303,0.034072697,0
304655,0,0,0.399432,0,0.138616014,0.440170986,0
304673,0,0,0.31931,0.120254062,0.618148496,0.041948504,0
304675,0,0,0.568722,0.275143154,0.237127965,0.162119035,0
304686,0,0,0.654991,0,0.028635747,0.273247128,0.043126125
304699,0.583325616,0.095435562,0.034350822,0,0,0.050450689,0.236437311
304717,0,0,0.246814,0,0,0.736704,0
304753,0.217954161,0,0.436562839,0.173868572,0,0.321246,0
304760,0,0,0.475174,0,0.243321808,0.234762192,0
304782,0,0.080209473,0.204962527,0,0.327892659,0.359885341,0
304796,0,0,0.542849,0,0.240787314,0.189131686,0
304799,0,0,0.030934,0,0.097895047,0.823556864,0.047614089
304808,0,0.732134621,0.144506379,0.767556177,0,0.0986872,0.0246718
304823,0,0.192633314,0.117709686,0,0.176692942,0.507458058,0
304826,0,0.047800549,0.898857451,0.676415541,0.0427,0,0
304830,0.769968421,0.024305579,0,0,0,0,0.205726
304844,0.410105845,0,0.298160155,0,0,0.01106718,0.24051682
304859,0.071831956,0,0.507486044,0.297485782,0,0.24871323,0.14622577
304886,0.071176665,0.054831013,0.264639322,0,0.385948347,0.223404653,0
304888,0.058559143,0,0.806650857,0.615418945,0,0.11986063,0.00748337
304908,0.080143362,0,0.299794638,0,0.13170923,0.48835277,0
304923,0,0.067129218,0.105284782,0.101494432,0,0.788602,0
304928,0,0.179288567,0.775908433,0.955197,0,0.041632,0
304936,0.358735,0,0,0,0,0,0.641265
304950,0.026681971,0.086371064,0.678461965,0.504630714,0,0.1745803,0.0320417
304954,0.118941085,0.053321219,0.129285696,0.108023859,0.01644173,0.204835118,0.439458813
304974,0,0,0.069,0,0.045798,0.852202,0
304986,0,0,0.266512,0,0.702207671,0.031280329,0
304998,0,0,0.082004,0,0.783687249,0.071665751,0
304999,0,0,0.561631,0.178224612,0.38754799,0.01410401,0
305024,0.108003322,0,0.327843678,0,0.392747282,0.151940718,0
305037,0,0.136017766,0.616659234,0.280955507,0.00836809,0.22876891,0
305048,0,0.362435279,0.364747721,0.236394831,0.023162709,0.249654291,0
305065,0.06598957,0,0.47894643,0,0.013384964,0.424340552,0.007623484
305068,0,0.804433256,0.115364744,0.679291059,0,0.051895344,0.008568656
305071,0,0,0.666103,0.226674851,0.019463987,0.295136013,0
305076,0,0,0.640006,0.198806344,0.157071693,0.165053307,0
305077,0,0,0,0,0.064796583,0.901062417,0
305079,0,0,0.364875,0,0.377171486,0.243430514,0
305080,0,0,0.670765,0.222314327,0.205566693,0.111066307,0
305089,0,0,0.414937,0,0.215817303,0.314812697,0
305091,0,0.110763286,0.146364714,0,0.705065015,0.037806985,0
305114,0,0,0,0,0.692258148,0.207246852,0
305120,0.551103081,0,0.165545919,0,0,0.106767507,0.176583493
